,date,day_of_week,weather_region_cd,maximum_feels_like_temperature,rainfall,sunshine_td,avg_ice_cream_price,ice_cream_sold,cpih,month
173,2022-04-08,5.0,14.0,9.5,0.2,4.0,2.569100725957,19484.0,7.8,4.0
174,2022-04-08,5.0,2.0,7.8,0.4,10.6,2.569100725957,5553.0,7.8,4.0
175,2022-04-08,5.0,3.0,5.0,0.0,7.1,2.569100725957,538.0,7.8,4.0
176,2022-04-08,5.0,4.0,5.3,0.0,8.1,2.569100725957,1899.0,7.8,4.0
177,2022-04-08,5.0,5.0,7.0,0.2,6.4,2.569100725957,8258.0,7.8,4.0
178,2022-04-08,5.0,6.0,6.8,0.4,10.1,2.569100725957,7927.0,7.8,4.0
179,2022-04-08,5.0,7.0,8.6,0.0,8.0,2.569100725957,3823.0,7.8,4.0
180,2022-04-08,5.0,8.0,7.6,0.0,7.2,2.569100725957,8096.0,7.8,4.0
181,2022-04-08,5.0,9.0,8.6,1.2,7.6,2.569100725957,12549.0,7.8,4.0
182,2022-04-09,6.0,1.0,4.0,0.8,6.8,2.569100725957,1034.0,7.8,4.0
183,2022-04-09,6.0,10.0,6.0,0.0,11.7,2.569100725957,2607.0,7.8,4.0
184,2022-04-09,6.0,11.0,9.1,0.0,12.4,2.569100725957,6555.0,7.8,4.0
185,2022-04-09,6.0,12.0,8.3,0.2,10.5,2.569100725957,10646.0,7.8,4.0
186,2022-04-09,6.0,13.0,9.4,2.4,6.0,2.569100725957,6439.0,7.8,4.0
187,2022-04-09,6.0,14.0,10.0,0.0,7.5,2.569100725957,21763.0,7.8,4.0
188,2022-04-09,6.0,2.0,6.6,0.0,9.5,2.569100725957,5615.0,7.8,4.0
189,2022-04-09,6.0,3.0,5.5,0.0,7.1,2.569100725957,481.0,7.8,4.0
190,2022-04-09,6.0,4.0,8.8,1.0,8.8,2.569100725957,1967.0,7.8,4.0
191,2022-04-09,6.0,5.0,7.1,0.0,6.0,2.569100725957,8315.0,7.8,4.0
192,2022-04-09,6.0,6.0,7.6,0.4,9.0,2.569100725957,7815.0,7.8,4.0
193,2022-04-09,6.0,7.0,7.0,0.0,9.0,2.569100725957,3848.0,7.8,4.0
194,2022-04-09,6.0,8.0,7.9,0.0,8.5,2.569100725957,8219.0,7.8,4.0
195,2022-04-09,6.0,9.0,7.5,0.0,7.4,2.569100725957,12814.0,7.8,4.0
196,2022-04-10,0.0,1.0,7.7,0.0,6.7,2.569100725957,1015.0,7.8,4.0
197,2022-04-10,0.0,10.0,10.5,0.0,5.4,2.569100725957,1892.0,7.8,4.0
198,2022-04-10,0.0,11.0,9.3,0.0,8.9,2.569100725957,4481.0,7.8,4.0
199,2022-04-10,0.0,12.0,9.4,0.0,8.2,2.569100725957,8743.0,7.8,4.0
200,2022-04-10,0.0,13.0,10.3,0.0,7.3,2.569100725957,4667.0,7.8,4.0
201,2022-04-10,0.0,14.0,10.7,0.0,8.3,2.569100725957,21763.0,7.8,4.0
202,2022-04-10,0.0,2.0,9.3,0.0,3.3,2.569100725957,5263.0,7.8,4.0
203,2022-04-10,0.0,3.0,7.2,0.0,6.6,2.569100725957,459.0,7.8,4.0
204,2022-04-10,0.0,4.0,5.0,0.0,0.0,2.569100725957,1029.0,7.8,4.0
205,2022-04-10,0.0,5.0,9.6,0.0,6.1,2.569100725957,7498.0,7.8,4.0
206,2022-04-10,0.0,6.0,9.7,0.0,6.5,2.569100725957,6379.0,7.8,4.0
207,2022-04-10,0.0,7.0,10.1,0.0,7.3,2.569100725957,3194.0,7.8,4.0
208,2022-04-10,0.0,8.0,9.5,0.0,9.1,2.569100725957,6265.0,7.8,4.0
209,2022-04-10,0.0,9.0,10.3,0.0,7.8,2.569100725957,10019.0,7.8,4.0
210,2022-04-11,1.0,1.0,7.8,0.0,0.4,2.569100725957,721.0,7.8,4.0
211,2022-04-11,1.0,10.0,10.6,1.8,0.9,2.569100725957,1855.0,7.8,4.0
212,2022-04-11,1.0,11.0,11.5,0.0,4.8,2.569100725957,5117.0,7.8,4.0
213,2022-04-11,1.0,12.0,11.8,0.0,6.8,2.569100725957,8692.0,7.8,4.0
214,2022-04-11,1.0,13.0,14.6,0.0,6.7,2.569100725957,4966.0,7.8,4.0
215,2022-04-11,1.0,14.0,13.4,0.0,6.8,2.569100725957,19046.0,7.8,4.0
216,2022-04-11,1.0,2.0,9.1,1.4,1.3,2.569100725957,4223.0,7.8,4.0
217,2022-04-11,1.0,3.0,10.0,0.4,2.4,2.569100725957,426.0,7.8,4.0
218,2022-04-11,1.0,4.0,8.4,0.0,0.4,2.569100725957,1182.0,7.8,4.0
219,2022-04-11,1.0,5.0,9.9,1.8,2.6,2.569100725957,7090.0,7.8,4.0
220,2022-04-11,1.0,6.0,11.7,0.4,2.4,2.569100725957,6192.0,7.8,4.0
221,2022-04-11,1.0,7.0,11.0,0.4,5.6,2.569100725957,3123.0,7.8,4.0
222,2022-04-11,1.0,8.0,9.3,0.0,9.4,2.569100725957,6422.0,7.8,4.0
223,2022-04-11,1.0,9.0,12.5,0.8,4.4,2.569100725957,9983.0,7.8,4.0
224,2022-04-12,2.0,1.0,11.2,5.6,5.1,2.569100725957,824.0,7.8,4.0
225,2022-04-12,2.0,10.0,15.0,6.6,0.3,2.569100725957,1972.0,7.8,4.0
226,2022-04-12,2.0,11.0,11.5,4.8,0.0,2.569100725957,4887.0,7.8,4.0
227,2022-04-12,2.0,12.0,12.9,0.2,1.5,2.569100725957,8376.0,7.8,4.0
228,2022-04-12,2.0,13.0,15.0,0.4,4.0,2.569100725957,5185.0,7.8,4.0
229,2022-04-12,2.0,14.0,15.6,0.2,2.3,2.569100725957,18546.0,7.8,4.0
230,2022-04-12,2.0,2.0,7.1,6.6,0.5,2.569100725957,4072.0,7.8,4.0
231,2022-04-12,2.0,3.0,5.6,6.4,0.0,2.569100725957,438.0,7.8,4.0
232,2022-04-12,2.0,4.0,8.3,6.4,0.0,2.569100725957,1276.0,7.8,4.0
233,2022-04-12,2.0,5.0,9.0,6.2,0.1,2.569100725957,6703.0,7.8,4.0
234,2022-04-12,2.0,6.0,13.1,5.0,0.0,2.569100725957,6155.0,7.8,4.0
235,2022-04-12,2.0,7.0,14.1,1.6,0.0,2.569100725957,2971.0,7.8,4.0
236,2022-04-12,2.0,8.0,15.5,0.0,5.8,2.569100725957,7038.0,7.8,4.0
237,2022-04-12,2.0,9.0,13.4,3.0,0.2,2.569100725957,9486.0,7.8,4.0
238,2022-04-13,3.0,1.0,8.1,9.2,0.0,2.569100725957,900.0,7.8,4.0
239,2022-04-13,3.0,10.0,12.5,0.4,1.6,2.569100725957,2371.0,7.8,4.0
240,2022-04-13,3.0,11.0,13.6,0.0,1.6,2.569100725957,5731.0,7.8,4.0
241,2022-04-13,3.0,12.0,14.5,0.0,0.9,2.569100725957,9406.0,7.8,4.0
242,2022-04-13,3.0,13.0,15.2,0.0,5.5,2.569100725957,6182.0,7.8,4.0
243,2022-04-13,3.0,14.0,16.5,0.0,2.1,2.569100725957,20058.0,7.8,4.0
244,2022-04-13,3.0,2.0,13.2,1.0,1.8,2.569100725957,4777.0,7.8,4.0
245,2022-04-13,3.0,3.0,11.2,2.8,0.6,2.569100725957,440.0,7.8,4.0
246,2022-04-13,3.0,4.0,13.3,0.2,1.7,2.569100725957,1423.0,7.8,4.0
247,2022-04-13,3.0,5.0,12.6,0.0,3.8,2.569100725957,8081.0,7.8,4.0
248,2022-04-13,3.0,6.0,14.1,0.0,0.7,2.569100725957,7363.0,7.8,4.0
249,2022-04-13,3.0,7.0,14.0,0.2,2.1,2.569100725957,3543.0,7.8,4.0
250,2022-04-13,3.0,8.0,14.9,0.0,4.6,2.569100725957,7721.0,7.8,4.0
251,2022-04-13,3.0,9.0,14.7,3.6,1.6,2.569100725957,10673.0,7.8,4.0
252,2022-04-14,4.0,1.0,10.2,0.0,2.9,2.569100725957,921.0,7.8,4.0
253,2022-04-14,4.0,10.0,15.2,0.2,0.7,2.569100725957,2855.0,7.8,4.0
254,2022-04-14,4.0,11.0,14.6,0.0,2.9,2.569100725957,7118.0,7.8,4.0
255,2022-04-14,4.0,12.0,15.2,0.0,1.5,2.569100725957,12770.0,7.8,4.0
256,2022-04-14,4.0,13.0,16.7,0.2,7.0,2.569100725957,7980.0,7.8,4.0
257,2022-04-14,4.0,14.0,17.1,0.0,6.1,2.569100725957,26500.0,7.8,4.0
258,2022-04-14,4.0,2.0,13.3,0.0,0.3,2.569100725957,5288.0,7.8,4.0
259,2022-04-14,4.0,3.0,9.8,0.2,0.0,2.569100725957,605.0,7.8,4.0
260,2022-04-14,4.0,4.0,11.9,0.0,0.0,2.569100725957,2000.0,7.8,4.0
261,2022-04-14,4.0,5.0,16.4,0.0,5.2,2.569100725957,11248.0,7.8,4.0
262,2022-04-14,4.0,6.0,14.8,0.0,0.4,2.569100725957,9472.0,7.8,4.0
263,2022-04-14,4.0,7.0,14.6,0.2,5.1,2.569100725957,4847.0,7.8,4.0
264,2022-04-14,4.0,8.0,17.9,0.0,6.7,2.569100725957,11007.0,7.8,4.0
265,2022-04-14,4.0,9.0,14.6,0.2,3.1,2.569100725957,14386.0,7.8,4.0
266,2022-04-15,5.0,1.0,15.9,1.0,0.7,2.569100725957,1080.0,7.8,4.0
267,2022-04-15,5.0,10.0,15.4,0.0,11.1,2.569100725957,3837.0,7.8,4.0
268,2022-04-15,5.0,11.0,17.9,0.0,12.6,2.569100725957,9149.0,7.8,4.0
269,2022-04-15,5.0,12.0,18.5,0.0,12.2,2.569100725957,18771.0,7.8,4.0
270,2022-04-15,5.0,13.0,17.9,0.0,10.1,2.569100725957,9399.0,7.8,4.0
271,2022-04-15,5.0,14.0,21.8,0.0,10.3,2.569100725957,38030.0,7.8,4.0
272,2022-04-15,5.0,2.0,12.5,0.0,0.0,2.569100725957,5953.0,7.8,4.0
273,2022-04-15,5.0,3.0,12.2,0.0,0.0,2.569100725957,664.0,7.8,4.0
274,2022-04-15,5.0,4.0,12.4,0.4,1.5,2.569100725957,2458.0,7.8,4.0
275,2022-04-15,5.0,5.0,16.3,0.0,4.9,2.569100725957,10881.0,7.8,4.0
276,2022-04-15,5.0,6.0,17.3,0.0,2.3,2.569100725957,9408.0,7.8,4.0
277,2022-04-15,5.0,7.0,18.7,0.0,7.7,2.569100725957,5465.0,7.8,4.0
278,2022-04-15,5.0,8.0,14.7,0.0,11.1,2.569100725957,13463.0,7.8,4.0
279,2022-04-15,5.0,9.0,18.5,0.0,9.3,2.569100725957,20856.0,7.8,4.0
280,2022-04-16,6.0,1.0,16.0,0.0,8.0,2.569100725957,1176.0,7.8,4.0
281,2022-04-16,6.0,10.0,17.6,0.0,9.0,2.569100725957,4078.0,7.8,4.0
282,2022-04-16,6.0,11.0,17.4,0.0,9.3,2.569100725957,10323.0,7.8,4.0
