DATE,DAY_OF_WEEK,WEATHER_REGION_CD,MAXIMUM_FEELS_LIKE_TEMPERATURE,RAINFALL,SUNSHINE_TD,AVG_ICE_CREAM_PRICE,ICE_CREAM_SOLD
2022-04-03,0,11,7.70000000,0.00000000,6.70000000,2.569100725957,4220.0000
2022-04-03,0,12,6.70000000,0.00000000,6.80000000,2.569100725957,7678.0000
2022-04-03,0,13,9.30000000,0.00000000,5.10000000,2.569100725957,4301.0000
2022-04-03,0,14,7.70000000,0.20000000,5.50000000,2.569100725957,19060.0000
2022-04-03,0,2,6.20000000,1.00000000,3.30000000,2.569100725957,4682.0000
2022-04-03,0,3,4.20000000,4.00000000,2.90000000,2.569100725957,409.0000
2022-04-03,0,4,9.20000000,2.80000000,8.30000000,2.569100725957,1097.0000
2022-04-03,0,5,8.70000000,2.20000000,4.00000000,2.569100725957,6958.0000
2022-04-03,0,6,6.90000000,0.00000000,5.00000000,2.569100725957,6185.0000
2022-04-03,0,7,7.80000000,0.40000000,3.40000000,2.569100725957,2941.0000
2022-04-03,0,8,6.70000000,0.00000000,6.80000000,2.569100725957,5093.0000
2022-04-03,0,9,7.60000000,0.00000000,3.10000000,2.569100725957,8922.0000
2022-04-04,1,1,5.70000000,11.20000000,0.00000000,2.569100725957,740.0000
2022-04-04,1,10,8.00000000,3.40000000,0.00000000,2.569100725957,1626.0000
2022-04-04,1,11,10.10000000,3.00000000,0.40000000,2.569100725957,4052.0000
2022-04-04,1,12,11.10000000,3.60000000,0.20000000,2.569100725957,6576.0000
2022-04-04,1,13,10.20000000,4.20000000,0.00000000,2.569100725957,4395.0000
2022-04-04,1,14,12.00000000,3.20000000,0.00000000,2.569100725957,15138.0000
2022-04-04,1,2,9.60000000,0.20000000,2.00000000,2.569100725957,4199.0000
2022-04-04,1,3,7.90000000,2.60000000,0.00000000,2.569100725957,347.0000
2022-04-04,1,4,8.40000000,3.00000000,0.00000000,2.569100725957,1160.0000
2022-04-04,1,5,11.50000000,0.00000000,0.00000000,2.569100725957,6023.0000
2022-04-04,1,6,10.20000000,5.40000000,0.00000000,2.569100725957,5754.0000
2022-04-04,1,7,9.30000000,8.00000000,0.00000000,2.569100725957,2737.0000
2022-04-04,1,8,9.70000000,3.00000000,0.10000000,2.569100725957,5409.0000
2022-04-04,1,9,10.10000000,0.60000000,0.20000000,2.569100725957,8068.0000
2022-04-05,2,1,2.30000000,17.60000000,0.00000000,2.569100725957,732.0000
2022-04-05,2,10,7.90000000,0.00000000,0.00000000,2.569100725957,1589.0000
2022-04-05,2,11,9.40000000,0.00000000,0.80000000,2.569100725957,4176.0000
2022-04-05,2,12,9.90000000,0.00000000,0.90000000,2.569100725957,6877.0000
2022-04-05,2,13,13.10000000,0.40000000,3.90000000,2.569100725957,4539.0000
2022-04-05,2,14,11.20000000,0.00000000,0.40000000,2.569100725957,15160.0000
2022-04-05,2,2,7.90000000,12.00000000,0.00000000,2.569100725957,3826.0000
2022-04-05,2,3,6.00000000,18.00000000,0.00000000,2.569100725957,365.0000
2022-04-05,2,4,7.30000000,1.60000000,0.00000000,2.569100725957,1144.0000
2022-04-05,2,5,9.30000000,0.00000000,1.40000000,2.569100725957,5859.0000
2022-04-05,2,6,10.20000000,0.40000000,3.10000000,2.569100725957,5550.0000
2022-04-05,2,7,9.60000000,0.00000000,0.70000000,2.569100725957,2685.0000
2022-04-05,2,8,9.60000000,0.40000000,0.90000000,2.569100725957,5479.0000
2022-04-05,2,9,10.30000000,0.00000000,2.50000000,2.569100725957,8309.0000
2022-04-06,3,1,8.70000000,0.80000000,1.40000000,2.569100725957,920.0000
2022-04-06,3,10,7.80000000,17.00000000,1.70000000,2.569100725957,1746.0000
2022-04-06,3,11,10.50000000,1.20000000,1.50000000,2.569100725957,4297.0000
2022-04-06,3,12,8.90000000,8.60000000,0.80000000,2.569100725957,6544.0000
2022-04-06,3,13,7.50000000,5.60000000,0.10000000,2.569100725957,4452.0000
2022-04-06,3,14,11.00000000,5.40000000,1.60000000,2.569100725957,14042.0000
2022-04-06,3,2,5.90000000,9.00000000,1.90000000,2.569100725957,4278.0000
2022-04-06,3,3,4.50000000,23.20000000,1.90000000,2.569100725957,377.0000
2022-04-06,3,4,7.90000000,2.00000000,6.50000000,2.569100725957,1112.0000
2022-04-06,3,5,7.80000000,3.80000000,6.40000000,2.569100725957,6163.0000
2022-04-06,3,6,8.70000000,1.60000000,3.50000000,2.569100725957,5933.0000
2022-04-06,3,7,8.80000000,9.00000000,5.10000000,2.569100725957,2794.0000
2022-04-06,3,8,9.00000000,1.60000000,2.90000000,2.569100725957,5593.0000
2022-04-06,3,9,10.10000000,3.00000000,2.60000000,2.569100725957,8484.0000
2022-04-07,4,1,3.40000000,8.80000000,4.60000000,2.569100725957,824.0000
2022-04-07,4,10,6.10000000,2.00000000,8.30000000,2.569100725957,1964.0000
2022-04-07,4,11,7.40000000,3.40000000,8.30000000,2.569100725957,4493.0000
2022-04-07,4,12,6.50000000,8.00000000,8.30000000,2.569100725957,7554.0000
2022-04-07,4,13,9.50000000,8.20000000,7.70000000,2.569100725957,5020.0000
2022-04-07,4,14,8.40000000,4.00000000,7.10000000,2.569100725957,15998.0000
2022-04-07,4,2,5.30000000,0.20000000,3.50000000,2.569100725957,4388.0000
2022-04-07,4,3,4.60000000,3.80000000,1.30000000,2.569100725957,487.0000
2022-04-07,4,4,6.00000000,1.00000000,6.20000000,2.569100725957,1411.0000
2022-04-07,4,5,4.70000000,1.60000000,2.10000000,2.569100725957,6245.0000
2022-04-07,4,6,4.50000000,2.20000000,3.10000000,2.569100725957,6031.0000
2022-04-07,4,7,4.50000000,2.80000000,3.50000000,2.569100725957,2885.0000
2022-04-07,4,8,6.10000000,6.80000000,4.70000000,2.569100725957,6204.0000
2022-04-07,4,9,3.00000000,1.40000000,2.00000000,2.569100725957,9406.0000
2022-04-08,5,1,4.40000000,1.20000000,4.30000000,2.569100725957,1066.0000
2022-04-08,5,10,9.00000000,0.20000000,3.20000000,2.569100725957,2410.0000
2022-04-08,5,11,10.10000000,1.80000000,4.00000000,2.569100725957,6047.0000
2022-04-08,5,12,8.60000000,0.40000000,3.00000000,2.569100725957,9470.0000
2022-04-08,5,13,9.10000000,0.00000000,0.30000000,2.569100725957,5987.0000
2022-04-08,5,14,9.50000000,0.20000000,4.00000000,2.569100725957,19484.0000
2022-04-08,5,2,7.80000000,0.40000000,10.60000000,2.569100725957,5553.0000
2022-04-08,5,3,5.00000000,0.00000000,7.10000000,2.569100725957,538.0000
2022-04-08,5,4,5.30000000,0.00000000,8.10000000,2.569100725957,1899.0000
2022-04-08,5,5,7.00000000,0.20000000,6.40000000,2.569100725957,8258.0000
2022-04-08,5,6,6.80000000,0.40000000,10.10000000,2.569100725957,7927.0000
2022-04-08,5,7,8.60000000,0.00000000,8.00000000,2.569100725957,3823.0000
2022-04-08,5,8,7.60000000,0.00000000,7.20000000,2.569100725957,8096.0000
2022-04-08,5,9,8.60000000,1.20000000,7.60000000,2.569100725957,12549.0000
2022-04-09,6,1,4.00000000,0.80000000,6.80000000,2.569100725957,1034.0000
2022-04-09,6,10,6.00000000,0.00000000,11.70000000,2.569100725957,2607.0000
2022-04-09,6,11,9.10000000,0.00000000,12.40000000,2.569100725957,6555.0000
2022-04-09,6,12,8.30000000,0.20000000,10.50000000,2.569100725957,10646.0000
2022-04-09,6,13,9.40000000,2.40000000,6.00000000,2.569100725957,6439.0000
2022-04-09,6,14,10.00000000,0.00000000,7.50000000,2.569100725957,21763.0000
2022-04-09,6,2,6.60000000,0.00000000,9.50000000,2.569100725957,5615.0000
2022-04-09,6,3,5.50000000,0.00000000,7.10000000,2.569100725957,481.0000
2022-04-09,6,4,8.80000000,1.00000000,8.80000000,2.569100725957,1967.0000
2022-04-09,6,5,7.10000000,0.00000000,6.00000000,2.569100725957,8315.0000
2022-04-09,6,6,7.60000000,0.40000000,9.00000000,2.569100725957,7815.0000
2022-04-09,6,7,7.00000000,0.00000000,9.00000000,2.569100725957,3848.0000
2022-04-09,6,8,7.90000000,0.00000000,8.50000000,2.569100725957,8219.0000
2022-04-09,6,9,7.50000000,0.00000000,7.40000000,2.569100725957,12814.0000
2022-04-10,0,1,7.70000000,0.00000000,6.70000000,2.569100725957,1015.0000
2022-04-10,0,10,10.50000000,0.00000000,5.40000000,2.569100725957,1892.0000
2022-04-10,0,11,9.30000000,0.00000000,8.90000000,2.569100725957,4481.0000
2022-04-10,0,12,9.40000000,0.00000000,8.20000000,2.569100725957,8743.0000
2022-04-10,0,13,10.30000000,0.00000000,7.30000000,2.569100725957,4667.0000
2022-04-10,0,14,10.70000000,0.00000000,8.30000000,2.569100725957,21763.0000
2022-04-10,0,2,9.30000000,0.00000000,3.30000000,2.569100725957,5263.0000
2022-04-10,0,3,7.20000000,0.00000000,6.60000000,2.569100725957,459.0000
2022-04-10,0,4,5.00000000,0.00000000,0.00000000,2.569100725957,1029.0000
2022-04-10,0,5,9.60000000,0.00000000,6.10000000,2.569100725957,7498.0000
2022-04-10,0,6,9.70000000,0.00000000,6.50000000,2.569100725957,6379.0000
2022-04-10,0,7,10.10000000,0.00000000,7.30000000,2.569100725957,3194.0000
2022-04-10,0,8,9.50000000,0.00000000,9.10000000,2.569100725957,6265.0000
2022-04-10,0,9,10.30000000,0.00000000,7.80000000,2.569100725957,10019.0000
2022-04-11,1,1,7.80000000,0.00000000,0.40000000,2.569100725957,721.0000
2022-04-11,1,10,10.60000000,1.80000000,0.90000000,2.569100725957,1855.0000
2022-04-11,1,11,11.50000000,0.00000000,4.80000000,2.569100725957,5117.0000
2022-04-11,1,12,11.80000000,0.00000000,6.80000000,2.569100725957,8692.0000
2022-04-11,1,13,14.60000000,0.00000000,6.70000000,2.569100725957,4966.0000
2022-04-11,1,14,13.40000000,0.00000000,6.80000000,2.569100725957,19046.0000
2022-04-11,1,2,9.10000000,1.40000000,1.30000000,2.569100725957,4223.0000
2022-04-11,1,3,10.00000000,0.40000000,2.40000000,2.569100725957,426.0000
2022-04-11,1,4,8.40000000,0.00000000,0.40000000,2.569100725957,1182.0000
2022-04-11,1,5,9.90000000,1.80000000,2.60000000,2.569100725957,7090.0000
2022-04-11,1,6,11.70000000,0.40000000,2.40000000,2.569100725957,6192.0000
2022-04-11,1,7,11.00000000,0.40000000,5.60000000,2.569100725957,3123.0000
2022-04-11,1,8,9.30000000,0.00000000,9.40000000,2.569100725957,6422.0000
2022-04-11,1,9,12.50000000,0.80000000,4.40000000,2.569100725957,9983.0000
2022-04-12,2,1,11.20000000,5.60000000,5.10000000,2.569100725957,824.0000
2022-04-12,2,10,15.00000000,6.60000000,0.30000000,2.569100725957,1972.0000
2022-04-12,2,11,11.50000000,4.80000000,0.00000000,2.569100725957,4887.0000
2022-04-12,2,12,12.90000000,0.20000000,1.50000000,2.569100725957,8376.0000
2022-04-12,2,13,15.00000000,0.40000000,4.00000000,2.569100725957,5185.0000
2022-04-12,2,14,15.60000000,0.20000000,2.30000000,2.569100725957,18546.0000
2022-04-12,2,2,7.10000000,6.60000000,0.50000000,2.569100725957,4072.0000
2022-04-12,2,3,5.60000000,6.40000000,0.00000000,2.569100725957,438.0000
2022-04-12,2,4,8.30000000,6.40000000,0.00000000,2.569100725957,1276.0000
2022-04-12,2,5,9.00000000,6.20000000,0.10000000,2.569100725957,6703.0000
2022-04-12,2,6,13.10000000,5.00000000,0.00000000,2.569100725957,6155.0000
2022-04-12,2,7,14.10000000,1.60000000,0.00000000,2.569100725957,2971.0000
2022-04-12,2,8,15.50000000,0.00000000,5.80000000,2.569100725957,7038.0000
2022-04-12,2,9,13.40000000,3.00000000,0.20000000,2.569100725957,9486.0000
2022-04-13,3,1,8.10000000,9.20000000,0.00000000,2.569100725957,900.0000
2022-04-13,3,10,12.50000000,0.40000000,1.60000000,2.569100725957,2371.0000
2022-04-13,3,11,13.60000000,0.00000000,1.60000000,2.569100725957,5731.0000
2022-04-13,3,12,14.50000000,0.00000000,0.90000000,2.569100725957,9406.0000
2022-04-13,3,13,15.20000000,0.00000000,5.50000000,2.569100725957,6182.0000
2022-04-13,3,14,16.50000000,0.00000000,2.10000000,2.569100725957,20058.0000
2022-04-13,3,2,13.20000000,1.00000000,1.80000000,2.569100725957,4777.0000
2022-04-13,3,3,11.20000000,2.80000000,0.60000000,2.569100725957,440.0000
2022-04-13,3,4,13.30000000,0.20000000,1.70000000,2.569100725957,1423.0000
2022-04-13,3,5,12.60000000,0.00000000,3.80000000,2.569100725957,8081.0000
2022-04-13,3,6,14.10000000,0.00000000,0.70000000,2.569100725957,7363.0000
2022-04-13,3,7,14.00000000,0.20000000,2.10000000,2.569100725957,3543.0000
2022-04-13,3,8,14.90000000,0.00000000,4.60000000,2.569100725957,7721.0000
2022-04-13,3,9,14.70000000,3.60000000,1.60000000,2.569100725957,10673.0000
2022-04-14,4,1,10.20000000,0.00000000,2.90000000,2.569100725957,921.0000
2022-04-14,4,10,15.20000000,0.20000000,0.70000000,2.569100725957,2855.0000
2022-04-14,4,11,14.60000000,0.00000000,2.90000000,2.569100725957,7118.0000
2022-04-14,4,12,15.20000000,0.00000000,1.50000000,2.569100725957,12770.0000
2022-04-14,4,13,16.70000000,0.20000000,7.00000000,2.569100725957,7980.0000
2022-04-14,4,14,17.10000000,0.00000000,6.10000000,2.569100725957,26500.0000
2022-04-14,4,2,13.30000000,0.00000000,0.30000000,2.569100725957,5288.0000
2022-04-14,4,3,9.80000000,0.20000000,0.00000000,2.569100725957,605.0000
2022-04-14,4,4,11.90000000,0.00000000,0.00000000,2.569100725957,2000.0000
2022-04-14,4,5,16.40000000,0.00000000,5.20000000,2.569100725957,11248.0000
2022-04-14,4,6,14.80000000,0.00000000,0.40000000,2.569100725957,9472.0000
2022-04-14,4,7,14.60000000,0.20000000,5.10000000,2.569100725957,4847.0000
2022-04-14,4,8,17.90000000,0.00000000,6.70000000,2.569100725957,11007.0000
2022-04-14,4,9,14.60000000,0.20000000,3.10000000,2.569100725957,14386.0000
2022-04-15,5,1,15.90000000,1.00000000,0.70000000,2.569100725957,1080.0000
2022-04-15,5,10,15.40000000,0.00000000,11.10000000,2.569100725957,3837.0000
2022-04-15,5,11,17.90000000,0.00000000,12.60000000,2.569100725957,9149.0000
2022-04-15,5,12,18.50000000,0.00000000,12.20000000,2.569100725957,18771.0000
2022-04-15,5,13,17.90000000,0.00000000,10.10000000,2.569100725957,9399.0000
2022-04-15,5,14,21.80000000,0.00000000,10.30000000,2.569100725957,38030.0000
2022-04-15,5,2,12.50000000,0.00000000,0.00000000,2.569100725957,5953.0000
2022-04-15,5,3,12.20000000,0.00000000,0.00000000,2.569100725957,664.0000
2022-04-15,5,4,12.40000000,0.40000000,1.50000000,2.569100725957,2458.0000
2022-04-15,5,5,16.30000000,0.00000000,4.90000000,2.569100725957,10881.0000
2022-04-15,5,6,17.30000000,0.00000000,2.30000000,2.569100725957,9408.0000
2022-04-15,5,7,18.70000000,0.00000000,7.70000000,2.569100725957,5465.0000
2022-04-15,5,8,14.70000000,0.00000000,11.10000000,2.569100725957,13463.0000
2022-04-15,5,9,18.50000000,0.00000000,9.30000000,2.569100725957,20856.0000
2022-04-16,6,1,16.00000000,0.00000000,8.00000000,2.569100725957,1176.0000
2022-04-16,6,10,17.60000000,0.00000000,9.00000000,2.569100725957,4078.0000
2022-04-16,6,11,17.40000000,0.00000000,9.30000000,2.569100725957,10323.0000
2022-04-16,6,12,18.70000000,0.00000000,11.50000000,2.569100725957,20289.0000
2022-04-16,6,13,17.30000000,0.00000000,10.20000000,2.569100725957,10052.0000
2022-04-16,6,14,17.30000000,0.00000000,11.60000000,2.569100725957,37297.0000
2022-04-16,6,2,11.60000000,0.00000000,1.50000000,2.569100725957,5825.0000
2022-04-16,6,3,11.70000000,0.00000000,1.30000000,2.569100725957,603.0000
2022-04-16,6,4,11.50000000,0.20000000,3.00000000,2.569100725957,2564.0000
2022-04-16,6,5,16.50000000,0.00000000,3.90000000,2.569100725957,13462.0000
2022-04-16,6,6,17.70000000,0.00000000,7.70000000,2.569100725957,12910.0000
2022-04-16,6,7,18.50000000,0.00000000,10.00000000,2.569100725957,6572.0000
2022-04-16,6,8,13.10000000,0.00000000,12.50000000,2.569100725957,14501.0000
2022-04-16,6,9,19.10000000,0.00000000,8.50000000,2.569100725957,23293.0000
2022-04-17,0,1,16.10000000,0.00000000,2.00000000,2.569100725957,932.0000
2022-04-17,0,10,14.60000000,0.80000000,2.60000000,2.569100725957,1094.0000
2022-04-17,0,11,14.10000000,0.00000000,8.10000000,2.569100725957,2429.0000
2022-04-17,0,12,14.00000000,0.00000000,10.30000000,2.569100725957,5753.0000
2022-04-17,0,13,15.80000000,0.00000000,7.60000000,2.569100725957,2243.0000
2022-04-17,0,14,15.70000000,0.00000000,10.80000000,2.569100725957,25452.0000
2022-04-17,0,2,16.00000000,0.20000000,1.70000000,2.569100725957,5152.0000
2022-04-17,0,3,15.20000000,2.40000000,3.40000000,2.569100725957,421.0000
2022-04-17,0,4,9.50000000,5.20000000,0.00000000,2.569100725957,19.0000
2022-04-17,0,5,14.40000000,0.00000000,6.80000000,2.569100725957,6474.0000
2022-04-17,0,6,14.80000000,0.40000000,5.70000000,2.569100725957,4176.0000
2022-04-17,0,7,15.90000000,0.00000000,9.70000000,2.569100725957,2619.0000
2022-04-17,0,8,13.70000000,0.00000000,11.30000000,2.569100725957,2609.0000
2022-04-17,0,9,15.00000000,0.00000000,6.90000000,2.569100725957,6020.0000
2022-04-18,1,1,11.00000000,0.00000000,6.80000000,2.569100725957,970.0000
2022-04-18,1,10,10.90000000,0.00000000,7.40000000,2.569100725957,2131.0000
2022-04-18,1,11,12.70000000,1.80000000,3.80000000,2.569100725957,5054.0000
2022-04-18,1,12,13.10000000,0.00000000,7.30000000,2.569100725957,10707.0000
2022-04-18,1,13,15.30000000,0.00000000,3.80000000,2.569100725957,4975.0000
2022-04-18,1,14,15.40000000,0.00000000,7.30000000,2.569100725957,25665.0000
2022-04-18,1,2,10.20000000,0.40000000,5.20000000,2.569100725957,4993.0000
2022-04-18,1,3,8.70000000,2.00000000,5.90000000,2.569100725957,381.0000
2022-04-18,1,4,9.80000000,1.40000000,9.10000000,2.569100725957,1172.0000
2022-04-18,1,5,11.50000000,1.00000000,5.60000000,2.569100725957,8629.0000
2022-04-18,1,6,11.80000000,0.00000000,2.10000000,2.569100725957,7423.0000
2022-04-18,1,7,13.10000000,0.20000000,6.50000000,2.569100725957,3856.0000
2022-04-18,1,8,14.10000000,0.00000000,5.10000000,2.569100725957,7806.0000
2022-04-18,1,9,13.10000000,0.00000000,6.50000000,2.569100725957,12088.0000
2022-04-19,2,1,12.00000000,0.00000000,10.30000000,2.569100725957,1102.0000
2022-04-19,2,10,11.90000000,1.00000000,7.70000000,2.569100725957,1964.0000
2022-04-19,2,11,11.60000000,1.60000000,4.30000000,2.569100725957,5040.0000
2022-04-19,2,12,12.80000000,0.00000000,3.60000000,2.569100725957,7549.0000
2022-04-19,2,13,16.60000000,0.00000000,3.00000000,2.569100725957,5084.0000
2022-04-19,2,14,14.60000000,0.00000000,2.00000000,2.569100725957,16759.0000
2022-04-19,2,2,13.20000000,0.20000000,7.40000000,2.569100725957,4669.0000
